has_project,state,project_names,state_abbr,county_name,avg_partisan_score,county_geoid,state_geoid,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,civis_registered_count,civis_unregistered_count,total_g2020_count,total_m2020_count,dem_p20_voter_count,rep_p20_voter_count,p20_no_party_data,dem_pp20_voter_count,rep_pp20_voter_count,pp20_no_party_data,total_g2019_count,total_m2019_count,dem_p19_voter_count,rep_p19_voter_count,p19_no_party_data,total_g2018_count,total_m2018_count,dem_p18_voter_count,rep_p18_voter_count,p18_no_party_data,total_g2017_count,total_m2017_count,dem_p17_voter_count,rep_p17_voter_count,p17_no_party_data,total_g2016_count,total_m2016_count,dem_p16_voter_count,rep_p16_voter_count,p16_no_party_data,dem_pp16_voter_count,rep_pp16_voter_count,pp16_no_party_data,total_g2015_count,total_m2015_count,dem_p15_voter_count,rep_p15_voter_count,p15_no_party_data,total_g2014_count,total_m2014_count,dem_p14_voter_count,rep_p14_voter_count,p14_no_party_data,total_g2013_count,total_m2013_count,dem_p13_voter_count,rep_p13_voter_count,p13_no_party_data,total_g2012_count,total_m2012_count,dem_p12_voter_count,rep_p12_voter_count,p12_no_party_data,dem_pp12_voter_count,rep_pp12_voter_count,pp12_no_party_data,dem_pp12_voter_count.1,rep_pp12_voter_count.1,pp12_no_party_data.1,avg_local_voter_score,avg_p_turnout_score,avg_m_turnout_score,avg_offyear_m_turnout_score,avg_pp_turnout_score,avg_nonpp_turnout_score,avg_climate_score,avg_yale_score,avg_biden_support_score,Yale_TotalPop,Yale_Number_Black_Population,Yale_Black_pct,Yale_Number_Hispanic_Population,Yale_Hispanic_pct,alarmed_percent,alarmed_num,concerned_percent,concerned_num,cautious_percent,cautious_num,volunteer_percent,volunteer_num,write_letters_percent,write_letters_num,alarmed_concerned_percent,alarmed_concerned_cautious_percent,alarmed_dismissive_ratio,CO2e_tpy,PM10_tpy,PM2_tpy,PM_tpy,NOx_tpy,VOC_tpy,SO2_tpy,CO_tpy,Sectors,Types,Next_County_Election,County_Term_Length,Frequency_of_County_Elections,Month_of_County_Elections,ZIP_Codes,Registered_African_Americans_18_34,Registered_African_Americans_35_64,Registered_African_Americans_65,Registered_African_Americans_Total,Registered_Asians_18_34,Registered_Asians_35_64,Registered_Asians_65,Registered_Asians_Total,Registered_Caucasians_18_34,Registered_Caucasians_35_64,Registered_Caucasians_65,Registered_Caucasians_Total,Registered_Hispanics_18_34,Registered_Hispanics_35_64,Registered_Hispanics_65,Registered_Hispanics_Total,Registered_Native_Americans_18_34,Registered_Native_Americans_35_64,Registered_Native_Americans_65,Registered_Native_Americans_Total,Registered_Other_Race_18_34,Registered_Other_Race_35_64,Registered_Other_Race_65,Registered_Uncoded_Race_18_34,Registered_Uncoded_Race_35_64,Registered_Uncoded_Race_65,Registered_Other_and_Uncoded_Race_18_34,Registered_Other_and_Uncoded_Race_35_64,Registered_Other_and_Uncoded_Race_65,Registered_Other_and_Uncoded_Race_Total,Registered_18_34_Total,Registered_35_64_Total,Registered_65_Total,GEOID,census_source,census_county,census_pop,race,caucasian,african_american,native_american,asian,other,hispanic,pct.caucasian,pct.african_american,pct.native_american,pct.asian,pct.other,pct.hispanic,median_income_12mo,poverty_pop,below_poverty_level,pct.poverty,ed_pop,less_than_hs,hs_grad,some_coll_assoc,bachelors_or_higher,pct.less_than_hs,pct.hs_grad,pct.some_coll_assoc,pct.bachelors_or_higher,age_pop,age_18_34,age_35_64,age_65_plus,pct.18_34,pct.35_64,pct.65_plus
False,Texas,,TX,LOVING,6.72395833333333,48301,48,86.0,106.0,89.0,119.0,117.0,133.0,148.0,169.0,96.0,0.0,67.0,0.0,12.0,29.0,55.0,0.0,0.0,96.0,28.0,2.0,0.0,0.0,96.0,52.0,0.0,15.0,16.0,65.0,15.0,15.0,0.0,0.0,96.0,53.0,0.0,13.0,23.0,60.0,0.0,0.0,96.0,8.0,2.0,0.0,0.0,96.0,34.0,0.0,16.0,11.0,69.0,8.0,0.0,0.0,0.0,96.0,49.0,0.0,0.0,0.0,96.0,18.0,8.0,70.0,18.0,7.0,71.0,33.40625,78.4572916666666,37.5437499999999,19.9604166666666,33.9229166666666,12.9979166666666,34.4156249999999,13.3354166666666,23.9854166666666,47.0,0.0,0.0,9.0,19.0,8.0,4.0,21.0,10.0,25.0,12.0,3.0,2.0,4.0,2.0,29.0,54.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,79754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,46.0,21.0,85.0,1.0,6.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,52.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Texas,,TX,KING,7.14606741573033,48269,48,270.0,273.0,263.0,282.0,292.0,289.0,276.0,272.0,174.0,4.0,157.0,0.0,0.0,95.0,83.0,0.0,1.0,177.0,47.0,0.0,0.0,0.0,178.0,121.0,0.0,1.0,55.0,122.0,32.0,29.0,0.0,0.0,178.0,134.0,0.0,2.0,84.0,92.0,0.0,0.0,178.0,37.0,0.0,0.0,0.0,178.0,77.0,0.0,5.0,66.0,107.0,22.0,0.0,0.0,0.0,178.0,112.0,0.0,0.0,0.0,178.0,9.0,32.0,137.0,11.0,34.0,143.0,46.6814606741573,84.4960674157303,45.0157303370786,25.5252808988764,43.2775280898876,23.5325842696629,26.5758426966292,10.1865168539325,8.43314606741573,76.0,0.0,0.0,10.0,13.0,13.0,10.0,23.0,18.0,23.0,18.0,3.0,3.0,5.0,3.0,36.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"00000, 79236, 79248",3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,29.0,91.0,37.0,157.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,38.0,96.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Idaho,,ID,FRANKLIN,8.46332624759591,16041,16,12798.0,12802.0,12910.0,12955.0,13320.0,13467.0,13704.0,13876.0,7549.0,2330.0,7132.0,0.0,122.0,2921.0,6835.0,1.0,6.0,9871.0,26.0,41.0,0.0,0.0,9879.0,4399.0,1.0,65.0,1326.0,8485.0,124.0,165.0,0.0,0.0,9879.0,6029.0,1.0,25.0,1292.0,8559.0,0.0,1978.0,7899.0,42.0,30.0,0.0,0.0,9879.0,3260.0,3.0,43.0,1587.0,8249.0,53.0,37.0,0.0,0.0,9879.0,5745.0,2.0,0.0,4.0,9875.0,0.0,6.0,9873.0,0.0,4.0,9704.0,36.1195379002837,65.6084219050511,42.0284239295475,18.5529507035125,24.0073995343658,21.1921955663528,25.9485002026753,6.94139643291446,10.625830968788,8871.0,32.0,0.0,534.0,6.0,13.0,1113.0,22.0,1980.0,23.0,2072.0,3.0,307.0,5.0,422.0,35.0,58.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"83228, 83232, 83236, 83237, 83241, 83263, 83283, 83286",4.0,6.0,4.0,14.0,0.0,3.0,2.0,5.0,1679.0,3663.0,2003.0,7345.0,28.0,18.0,1.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,59.0,15.0,36.0,59.0,15.0,110.0,1747.0,3750.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Idaho,,ID,ONEIDA,8.18283561261512,16071,16,4225.0,4257.0,4178.0,4248.0,4296.0,4389.0,4462.0,4531.0,2786.0,797.0,2583.0,0.0,72.0,1165.0,2346.0,0.0,2.0,3581.0,13.0,18.0,0.0,0.0,3583.0,1708.0,0.0,30.0,1008.0,2545.0,57.0,72.0,0.0,0.0,3583.0,2259.0,0.0,15.0,1055.0,2513.0,0.0,644.0,2938.0,12.0,20.0,0.0,0.0,3583.0,386.0,0.0,21.0,460.0,3101.0,30.0,18.0,0.0,0.0,3583.0,2123.0,1.0,0.0,0.0,3583.0,0.0,4.0,3579.0,0.0,4.0,3574.0,41.7405307262569,65.4790399106893,44.4722020653084,16.586352218811,26.4274072006698,24.2441808540329,24.8017039106145,6.89441340782122,11.0945810055865,3056.0,4.0,0.0,102.0,3.0,13.0,407.0,22.0,686.0,23.0,704.0,4.0,109.0,5.0,151.0,35.0,58.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"00000, 83212, 83243, 83252, 83342",0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,567.0,1301.0,870.0,2738.0,6.0,5.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,14.0,4.0,6.0,14.0,4.0,24.0,579.0,1322.0,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Nebraska,,NE,GRANT,8.32377358490566,31075,31,625.0,633.0,626.0,646.0,665.0,649.0,657.0,623.0,480.0,50.0,424.0,0.0,0.0,4.0,525.0,0.0,2.0,527.0,6.0,1.0,0.0,0.0,530.0,314.0,0.0,0.0,1.0,528.0,0.0,2.0,0.0,0.0,530.0,392.0,0.0,0.0,2.0,528.0,0.0,0.0,530.0,3.0,0.0,0.0,0.0,530.0,259.0,0.0,0.0,1.0,529.0,2.0,0.0,0.0,0.0,530.0,342.0,0.0,0.0,0.0,530.0,16.0,155.0,351.0,16.0,158.0,342.0,37.6505660377358,76.9405660377358,59.1162264150943,22.9056603773584,35.3916981132075,34.3630188679245,18.624716981132,6.21415094339622,7.93698113207547,558.0,2.0,0.0,12.0,2.0,17.0,95.0,24.0,134.0,21.0,116.0,4.0,20.0,6.0,33.0,41.0,62.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"69152, 69333, 69350, 69366",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,224.0,157.0,473.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,6.0,96.0,226.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Nebraska,,NE,HAYES,8.81419437340153,31085,31,919.0,947.0,910.0,915.0,891.0,893.0,917.0,922.0,662.0,120.0,567.0,0.0,0.0,0.0,782.0,0.0,0.0,782.0,5.0,0.0,0.0,0.0,782.0,402.0,0.0,0.0,0.0,782.0,1.0,1.0,0.0,0.0,782.0,512.0,0.0,0.0,0.0,782.0,0.0,0.0,782.0,8.0,0.0,0.0,0.0,782.0,439.0,0.0,0.0,0.0,782.0,8.0,1.0,0.0,0.0,782.0,492.0,0.0,0.0,0.0,782.0,22.0,174.0,577.0,23.0,180.0,566.0,42.2868286445012,67.195652173913,51.8312020460357,20.2603580562659,30.8245524296675,27.5709718670076,18.1882352941176,6.42173913043478,9.43554987212276,738.0,0.0,0.0,53.0,7.0,13.0,97.0,24.0,176.0,23.0,167.0,3.0,25.0,5.0,38.0,37.0,60.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"69001, 69024, 69032, 69038, 69040, 69045, 69134, 69169",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,109.0,244.0,142.0,495.0,5.0,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,67.0,58.0,23.0,67.0,58.0,148.0,137.0,318.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Nebraska,,NE,MCPHERSON,9.54678663239074,31117,31,509.0,528.0,510.0,489.0,503.0,493.0,490.0,494.0,352.0,37.0,306.0,0.0,0.0,1.0,388.0,0.0,0.0,389.0,2.0,0.0,0.0,0.0,389.0,255.0,0.0,0.0,2.0,387.0,5.0,5.0,0.0,0.0,389.0,271.0,0.0,0.0,1.0,388.0,0.0,0.0,389.0,6.0,0.0,0.0,0.0,389.0,224.0,0.0,0.0,3.0,386.0,6.0,0.0,0.0,0.0,389.0,240.0,0.0,0.0,0.0,389.0,16.0,103.0,268.0,15.0,103.0,260.0,47.8293059125963,78.2598971722365,61.9161953727506,26.1948586118251,39.3948586118251,38.1758354755784,20.0907455012853,6.52879177377891,8.76863753213367,171.0,0.0,0.0,3.0,2.0,15.0,26.0,23.0,39.0,21.0,35.0,3.0,6.0,6.0,10.0,38.0,59.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"69101, 69155, 69163, 69165, 69167",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,165.0,103.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,84.0,165.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Utah,,UT,SEVIER,9.00964617965532,49041,49,20658.0,20747.0,20735.0,20858.0,21131.0,21292.0,21497.0,21620.0,8898.0,4216.0,8015.0,0.0,5.0,17.0,13092.0,1.0,9.0,13104.0,26.0,4471.0,0.0,0.0,13114.0,6918.0,0.0,6.0,14.0,13094.0,3106.0,3187.0,0.0,0.0,13114.0,8289.0,2.0,2.0,31.0,13081.0,2.0,14.0,13098.0,31.0,3041.0,0.0,0.0,13114.0,4784.0,2.0,1.0,11.0,13102.0,46.0,2157.0,0.0,0.0,13114.0,7608.0,0.0,0.0,1.0,13113.0,3.0,15.0,13096.0,1.0,12.0,13060.0,39.5648848558792,58.5597148086014,45.5300747292969,20.1815845661125,20.9428930913527,22.7628412383712,27.4485359158151,6.89945859386914,11.1967896904071,14758.0,46.0,0.0,614.0,4.0,13.0,1913.0,23.0,3349.0,23.0,3342.0,4.0,551.0,5.0,727.0,36.0,59.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"84620, 84652, 84654, 84657, 84701, 84711, 84724, 84730, 84739, 84744, 84754, 84766",0.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,934.0,4029.0,2725.0,7688.0,3.0,12.0,5.0,20.0,3.0,6.0,3.0,12.0,0.0,0.0,0.0,21.0,56.0,17.0,21.0,56.0,17.0,94.0,962.0,4108.0,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Idaho,,ID,BEAR LAKE,9.52118336025847,16007,16,5892.0,5948.0,5926.0,5879.0,5927.0,6023.0,6044.0,6125.0,3792.0,1160.0,3639.0,2.0,89.0,1265.0,3597.0,0.0,6.0,4946.0,13.0,13.0,0.0,0.0,4952.0,2471.0,2.0,60.0,1290.0,3599.0,117.0,135.0,0.0,0.0,4952.0,3243.0,1.0,17.0,1600.0,3330.0,0.0,1238.0,3711.0,25.0,29.0,0.0,0.0,4952.0,1805.0,2.0,40.0,1022.0,3890.0,30.0,17.0,0.0,0.0,4952.0,2947.0,0.0,0.0,2.0,4950.0,0.0,12.0,4940.0,0.0,8.0,4902.0,41.2864362239741,65.4568457189014,50.8127625201938,19.986914378029,27.494527463651,27.9257067851373,23.1610673135233,7.46355366889023,11.6152213462704,4362.0,19.0,0.0,168.0,4.0,16.0,688.0,23.0,991.0,22.0,953.0,4.0,156.0,5.0,235.0,39.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"83220, 83223, 83233, 83238, 83239, 83254, 83261, 83272, 83276, 83287, 83638",3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,747.0,1760.0,1225.0,3732.0,1.0,7.0,3.0,11.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,16.0,8.0,7.0,16.0,8.0,31.0,759.0,1786.0,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Idaho,,ID,JEFFERSON,9.58612826130252,16051,16,26641.0,26804.0,26944.0,27127.0,27830.0,28439.0,29405.0,29871.0,16228.0,3856.0,15221.0,0.0,352.0,5501.0,14225.0,5.0,28.0,20048.0,114.0,52.0,0.0,0.0,20084.0,9892.0,3.0,192.0,4597.0,15294.0,223.0,258.0,0.0,0.0,20084.0,12997.0,2.0,86.0,3271.0,16717.0,7.0,4394.0,15677.0,205.0,59.0,0.0,1.0,20083.0,7530.0,11.0,64.0,3626.0,16394.0,232.0,59.0,0.0,0.0,20084.0,12174.0,18.0,1.0,6.0,20077.0,3.0,27.0,20053.0,1.0,21.0,19768.0,35.9864338381825,67.937263493328,46.0891157140012,19.940211113324,25.8231079466241,20.8810047799243,26.8985751295336,7.81729772817855,11.945655639697,18323.0,13.0,0.0,1697.0,9.0,15.0,2748.0,23.0,4157.0,22.0,4096.0,4.0,698.0,5.0,985.0,38.0,60.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"83401, 83402, 83425, 83431, 83434, 83435, 83442, 83443, 83444, 83450, 83454",5.0,11.0,0.0,16.0,0.0,7.0,1.0,8.0,3928.0,8183.0,3435.0,15546.0,103.0,93.0,24.0,220.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,149.0,213.0,47.0,149.0,213.0,47.0,409.0,4188.0,8511.0,3509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
